2021-01-08 12:49:48  IST	0
2021-01-08 12:49:49  IST	0
2021-01-08 12:49:50  IST	0
2021-01-08 12:49:51  IST	0
2021-01-08 12:49:52  IST	0
2021-01-08 12:49:53  IST	0
2021-01-08 12:49:54  IST	0
2021-01-08 12:49:55  IST	0
2021-01-08 12:49:56  IST	0
2021-01-08 12:49:57  IST	0
2021-01-08 12:49:58  IST	0
2021-01-08 12:49:59  IST	0
2021-01-08 12:50:00  IST	0
2021-01-08 12:50:01  IST	0
2021-01-08 12:50:02  IST	0
2021-01-08 12:50:03  IST	0
2021-01-08 12:50:04  IST	0
2021-01-08 12:50:05  IST	0
2021-01-08 12:50:06  IST	0
2021-01-08 12:50:07  IST	0
2021-01-08 12:50:08  IST	0
2021-01-08 12:50:09  IST	0
2021-01-08 12:50:10  IST	0
2021-01-08 12:50:11  IST	0
2021-01-08 12:50:12  IST	0
2021-01-08 12:50:13  IST	0
2021-01-08 12:50:14  IST	0
2021-01-08 12:50:15  IST	0
2021-01-08 12:50:16  IST	0
2021-01-08 12:50:17  IST	0
2021-01-08 12:50:18  IST	0
2021-01-08 12:50:19  IST	0
2021-01-08 12:50:20  IST	0
2021-01-08 12:50:21  IST	0
2021-01-08 12:50:22  IST	0
2021-01-08 12:50:22  IST	0
2021-01-08 12:50:23  IST	0
2021-01-08 12:50:24  IST	0
2021-01-08 12:50:25  IST	0
2021-01-08 12:50:26  IST	0
2021-01-08 12:50:27  IST	0
2021-01-08 12:50:28  IST	0
2021-01-08 12:50:29  IST	0
2021-01-08 12:50:30  IST	0
2021-01-08 12:50:31  IST	0
2021-01-08 12:50:32  IST	0
2021-01-08 12:50:33  IST	0
2021-01-08 12:50:34  IST	0
2021-01-08 12:50:35  IST	0
2021-01-08 12:50:36  IST	0
2021-01-08 12:50:37  IST	0
2021-01-08 12:50:38  IST	0
2021-01-08 12:50:39  IST	0
2021-01-08 12:50:40  IST	0
2021-01-08 12:50:41  IST	0
2021-01-08 12:50:42  IST	0
2021-01-08 12:50:43  IST	0
2021-01-08 12:50:44  IST	0
2021-01-08 12:50:44  IST	0
2021-01-08 12:50:45  IST	0
2021-01-08 12:50:46  IST	0
2021-01-08 12:50:47  IST	0
2021-01-08 12:50:48  IST	0
2021-01-08 12:50:49  IST	0
2021-01-08 12:50:50  IST	0
2021-01-08 12:50:51  IST	0
2021-01-08 12:50:52  IST	0
2021-01-08 12:50:53  IST	0
2021-01-08 12:50:54  IST	0
2021-01-08 12:50:55  IST	0
2021-01-08 12:50:56  IST	0
2021-01-08 12:50:57  IST	0
2021-01-08 12:50:58  IST	0
2021-01-08 12:50:59  IST	0
2021-01-08 12:51:00  IST	0
2021-01-08 12:51:01  IST	0
2021-01-08 12:51:02  IST	0
2021-01-08 12:51:03  IST	0
2021-01-08 12:51:04  IST	0
2021-01-08 12:51:05  IST	0
2021-01-08 12:51:06  IST	0
2021-01-08 12:51:07  IST	0
2021-01-08 12:51:08  IST	0
2021-01-08 12:51:09  IST	0
2021-01-08 12:51:10  IST	0
2021-01-08 12:51:10  IST	0
2021-01-08 12:51:11  IST	0
2021-01-08 12:51:12  IST	0
2021-01-08 12:51:13  IST	0
2021-01-08 12:51:14  IST	0
2021-01-08 12:51:15  IST	0
2021-01-08 12:51:16  IST	0
2021-01-08 12:51:17  IST	0
2021-01-08 12:51:18  IST	0
2021-01-08 12:51:19  IST	0
2021-01-08 12:51:20  IST	0
2021-01-08 12:51:21  IST	0
2021-01-08 12:51:22  IST	0
2021-01-08 12:51:23  IST	0
2021-01-08 12:51:24  IST	0
2021-01-08 12:51:25  IST	0
2021-01-08 12:51:26  IST	0
2021-01-08 12:51:27  IST	0
2021-01-08 12:51:28  IST	0
2021-01-08 12:51:29  IST	0
2021-01-08 12:51:30  IST	0
2021-01-08 12:51:31  IST	0
2021-01-08 12:51:32  IST	0
2021-01-08 12:51:33  IST	1
2021-01-08 12:51:34  IST	1
2021-01-08 12:51:34  IST	1
2021-01-08 12:51:35  IST	1
2021-01-08 12:51:36  IST	1
2021-01-08 12:51:37  IST	1
2021-01-08 12:51:38  IST	1
2021-01-08 12:51:39  IST	1
2021-01-08 12:51:40  IST	1
2021-01-08 12:51:41  IST	1
2021-01-08 12:51:42  IST	1
2021-01-08 12:51:43  IST	1
2021-01-08 12:51:44  IST	1
2021-01-08 12:51:45  IST	1
2021-01-08 12:51:46  IST	1
2021-01-08 12:51:47  IST	1
2021-01-08 12:51:48  IST	1
2021-01-08 12:51:49  IST	1
2021-01-08 12:51:50  IST	1
2021-01-08 12:51:51  IST	1
2021-01-08 12:51:52  IST	1
2021-01-08 12:51:53  IST	1
2021-01-08 12:51:53  IST	1
2021-01-08 12:51:54  IST	1
2021-01-08 12:51:55  IST	1
2021-01-08 12:51:56  IST	1
